case_id,incident_time,month,hour,season,sea_area_type,vessel_type,tonnage,leeway_key,incident_lat,incident_lon,elapsed_hours,wind_speed_mps,wind_direction_deg,tidal_current_amplitude_kt,l1_pred_lat,l1_pred_lon,synthetic_found_lat,synthetic_found_lon,delta_lat,delta_lon,l1_error_km,is_synthetic,synthetic_method
L3_SYN_0273,2022-08-16 11:50:00,8,11,여름,연안,기타,4.0,기타,34.72667,126.34778,3.05,6.6,219.0,1.6,34.77474,126.39693,34.77385,126.38984,-0.000881,-0.00709,0.654,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0274,2024-02-10 08:27:00,2,8,겨울,연안,여객선,4.0,기타,34.76778,126.29278,1.8,6.5,285.0,1.6,34.73952,126.2687,34.74263,126.26774,0.003112,-0.000958,0.356,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0275,2024-01-01 20:00:00,1,20,겨울,연안,예부선,4.0,기타,35.00806,126.01639,4.9,12.4,309.0,1.6,35.01422,126.09667,35.01116,126.12622,-0.003061,0.029549,2.708,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0276,2015-12-23 08:09:00,12,8,겨울,연안,여객선,4.0,기타,34.78333,126.38611,1.88,4.2,281.0,1.6,34.77749,126.38763,34.77389,126.40284,-0.003595,0.015216,1.443,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0277,2024-03-31 09:37:00,3,9,겨울,연안,낚시어선,4.0,소형어선,34.80333,126.36417,1.98,4.2,332.0,1.6,34.79035,126.35931,34.79489,126.36791,0.004545,0.008603,0.932,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0278,2022-08-06 11:45:00,8,11,여름,외해,어선,4.0,소형어선,34.24917,125.96417,1.94,12.1,190.0,0.9,34.25775,125.96439,34.25364,125.95422,-0.004105,-0.010171,1.039,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0279,2019-09-30 09:33:00,9,9,여름,외해,어선,4.0,소형어선,33.91528,125.91667,0.69,3.6,189.0,0.9,33.92171,125.92336,33.9186,125.92218,-0.003111,-0.00118,0.362,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0280,2024-08-17 10:59:00,8,10,여름,연안,모터보트,4.0,레저보트,35.40444,126.40139,2.52,2.3,263.0,1.6,35.412,126.42207,35.41723,126.41063,0.005226,-0.011436,1.186,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0281,2022-07-14 17:10:00,7,17,여름,외해,유조선,4.0,기타,34.44889,125.92167,2.36,9.0,176.0,0.9,34.44297,125.89195,34.44136,125.89932,-0.001607,0.007374,0.698,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0282,2019-09-07 04:35:00,9,4,여름,연안,모터보트,4.0,레저보트,34.7975,126.44028,0.5,1.1,257.0,1.6,34.7987,126.44246,34.79838,126.43442,-0.000329,-0.008037,0.733,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0283,2016-07-18 19:44:00,7,19,여름,연안,어선,4.0,소형어선,34.33861,126.02056,1.09,11.4,281.0,1.6,34.35024,126.05376,34.35073,126.04839,0.000495,-0.00537,0.495,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0284,2011-11-10 16:30:00,11,16,겨울,외해,어선,4.0,소형어선,34.57361,125.35,1.88,8.9,310.0,0.9,34.57924,125.38017,34.57622,125.38583,-0.00302,0.005668,0.617,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0285,2024-10-24 09:06:00,10,9,여름,연안,예부선,4.0,기타,34.5225,126.07833,3.63,3.0,216.0,1.6,34.5111,126.06488,34.51383,126.05393,0.002736,-0.010949,1.046,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0286,2019-02-21 18:05:00,2,18,겨울,연안,여객선,4.0,기타,34.95917,126.26278,3.75,4.9,291.0,1.6,35.00419,126.34119,34.99975,126.35892,-0.004439,0.017728,1.686,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0287,2022-12-19 10:32:00,12,10,겨울,연안,어선,4.0,소형어선,34.48278,126.16111,1.3,4.5,256.0,1.6,34.46684,126.14327,34.45875,126.16219,-0.008087,0.018916,1.95,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0288,2024-02-17 09:19:00,2,9,겨울,연안,낚시어선,4.0,소형어선,34.03056,126.19056,1.68,10.3,268.0,1.6,34.00623,126.18593,34.00221,126.19737,-0.00402,0.011438,1.143,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0289,2019-02-27 10:00:00,2,10,겨울,외해,어선,4.0,소형어선,34.21722,125.90111,1.69,5.1,332.0,0.9,34.19425,125.88527,34.19561,125.8899,0.001353,0.004632,0.451,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0290,2011-07-28 13:45:00,7,13,여름,연안,어선,4.0,소형어선,35.1,126.06667,1.39,4.1,215.0,1.6,35.1213,126.09218,35.12154,126.09751,0.000239,0.005325,0.484,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0291,2024-11-29 12:44:00,11,12,겨울,연안,어선,4.0,소형어선,34.78778,126.35944,4.89,9.5,320.0,1.6,34.70045,126.32645,34.69226,126.35209,-0.008199,0.025634,2.508,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0292,2022-04-11 14:08:00,4,14,여름,외해,화물선,4.0,기타,34.79833,125.81139,1.9,6.1,231.0,0.9,34.78873,125.80521,34.79043,125.80881,0.001701,0.003594,0.378,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0293,2024-12-17 15:31:00,12,15,겨울,연안,화물선,4.0,기타,34.77333,126.34083,1.37,7.6,314.0,1.6,34.76328,126.33843,34.75367,126.33941,-0.009608,0.000986,1.07,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0294,2019-11-12 13:47:00,11,13,겨울,연안,관공선,4.0,기타,34.975,126.26861,2.82,8.4,310.0,1.6,35.00393,126.33217,35.00591,126.35152,0.001983,0.019353,1.774,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0295,2024-04-18 23:36:00,4,23,여름,연안,어선,4.0,소형어선,34.83167,126.37944,1.45,5.0,229.0,1.6,34.84581,126.3964,34.85952,126.39811,0.013718,0.001715,1.531,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0296,2012-09-15 23:30:00,9,23,여름,외해,어선,4.0,소형어선,34.21667,125.28333,1.76,4.0,265.0,0.9,34.22573,125.30282,34.2319,125.30087,0.006176,-0.001945,0.708,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0297,2015-08-05 02:10:00,8,2,여름,연안,관공선,4.0,기타,34.80278,126.36389,2.45,5.1,244.0,1.6,34.82959,126.40502,34.83281,126.40061,0.003218,-0.004406,0.537,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0298,2022-11-25 14:12:00,11,14,겨울,외해,어선,4.0,소형어선,34.1075,124.59333,1.38,7.1,292.0,0.9,34.09388,124.58904,34.10208,124.59017,0.008197,0.001121,0.916,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0299,2022-06-16 10:48:00,6,10,여름,외해,화물선,4.0,기타,34.71389,125.87194,3.12,6.5,227.0,0.9,34.73498,125.89296,34.73484,125.88135,-0.000143,-0.011602,1.059,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0300,2022-06-11 21:00:00,6,21,여름,연안,예부선,4.0,기타,34.39194,126.01639,1.63,8.5,197.0,1.6,34.37898,125.99925,34.37672,125.9959,-0.00226,-0.003349,0.396,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0301,2024-11-20 09:49:00,11,9,겨울,연안,유조선,4.0,기타,34.785,126.26639,1.48,3.1,303.0,1.6,34.76557,126.24652,34.77158,126.2453,0.006009,-0.001229,0.676,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0302,2020-12-01 17:47:00,12,17,겨울,외해,어선,4.0,소형어선,34.01611,125.03861,2.79,6.2,302.0,0.9,34.01552,125.06345,34.0124,125.06581,-0.003124,0.002353,0.409,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0303,2021-03-25 07:17:00,3,7,겨울,연안,유조선,4.0,기타,34.10472,126.23083,3.76,12.1,294.0,1.6,34.07936,126.25841,34.0883,126.28393,0.008939,0.025526,2.547,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0304,2014-10-30 18:30:00,10,18,여름,외해,어선,4.0,소형어선,33.83333,125.71667,3.29,9.7,260.0,0.9,33.82042,125.72306,33.81309,125.72025,-0.00733,-0.002808,0.854,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0305,2020-10-27 20:59:00,10,20,여름,연안,어선,4.0,소형어선,34.84528,126.27917,2.26,3.0,229.0,1.6,34.81262,126.24332,34.81717,126.24494,0.00455,0.001624,0.526,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0306,2019-09-01 09:11:00,9,9,여름,연안,모터보트,4.0,레저보트,34.95611,126.25806,0.65,2.6,219.0,1.6,34.95132,126.25172,34.95553,126.25065,0.004215,-0.001077,0.478,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0307,2015-01-29 13:10:00,1,13,겨울,연안,어선,4.0,소형어선,34.76444,126.06778,0.86,4.8,284.0,1.6,34.75914,126.0642,34.75894,126.06982,-0.000197,0.00562,0.513,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0308,2024-06-27 10:29:00,6,10,여름,연안,어선,4.0,소형어선,34.79278,126.335,2.02,5.5,264.0,1.6,34.76501,126.30747,34.76418,126.30869,-0.000827,0.001226,0.145,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0309,2014-06-11 18:00:00,6,18,여름,연안,모터보트,4.0,레저보트,34.91167,126.35139,2.78,5.5,230.0,1.6,34.88027,126.3249,34.88883,126.31001,0.008556,-0.014893,1.655,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0310,2022-04-07 12:22:00,4,12,여름,외해,화물선,4.0,기타,34.8975,125.075,2.01,1.6,197.0,0.9,34.88485,125.05676,34.88959,125.04812,0.004745,-0.008637,0.946,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0311,2022-10-25 17:56:00,10,17,여름,연안,어선,4.0,소형어선,34.36639,126.13361,2.51,3.6,209.0,1.6,34.39227,126.165,34.3941,126.16635,0.001837,0.001352,0.239,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0312,2019-09-07 09:12:00,9,9,여름,연안,어선,4.0,소형어선,35.16778,126.35833,1.47,2.0,248.0,1.6,35.18077,126.37437,35.17221,126.36834,-0.008558,-0.006034,1.096,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0313,2013-09-29 04:00:00,9,4,여름,외해,어선,4.0,소형어선,34.10222,125.32139,2.4,5.4,249.0,0.9,34.08872,125.30913,34.09531,125.30285,0.006585,-0.006286,0.932,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0314,2020-07-18 13:51:00,7,13,여름,외해,어선,4.0,소형어선,34.30139,125.67111,2.62,18.0,233.0,0.9,34.36414,125.7301,34.36024,125.73694,-0.003899,0.00684,0.762,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0315,2011-03-21 14:00:00,3,14,겨울,연안,기타,4.0,기타,34.35278,126.18889,1.23,4.2,303.0,1.6,34.33792,126.17611,34.33943,126.17687,0.001517,0.000767,0.182,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0316,2011-11-01 19:15:00,11,19,겨울,연안,예부선,4.0,기타,34.36361,126.12083,1.97,9.8,315.0,1.6,34.35684,126.13249,34.34984,126.14981,-0.007007,0.017329,1.768,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0317,2015-09-29 15:40:00,9,15,여름,외해,어선,4.0,소형어선,34.68111,125.19389,1.98,2.9,215.0,0.9,34.67417,125.18537,34.66856,125.19281,-0.005617,0.007436,0.922,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0318,2018-01-19 04:04:00,1,4,겨울,외해,낚시어선,4.0,소형어선,34.30111,125.8675,1.33,9.7,336.0,0.9,34.2833,125.86302,34.2787,125.86226,-0.004602,-0.000764,0.516,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0319,2021-10-21 02:45:00,10,2,여름,연안,화물선,4.0,기타,34.27917,126.14611,3.71,2.0,215.0,1.6,34.22935,126.08227,34.21909,126.06199,-0.010259,-0.020285,2.181,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0320,2024-04-30 14:18:00,4,14,여름,연안,모터보트,4.0,레저보트,34.88472,126.38194,3.81,4.7,208.0,1.6,34.96033,126.45329,34.95923,126.44107,-0.001099,-0.012218,1.119,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0321,2021-08-03 11:00:00,8,11,여름,연안,모터보트,4.0,레저보트,34.78389,126.38694,1.49,6.9,212.0,1.6,34.78577,126.38002,34.78088,126.37616,-0.004886,-0.003861,0.647,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0322,2012-06-17 19:00:00,6,19,여름,연안,낚시어선,4.0,소형어선,34.58889,126.28611,1.31,3.5,196.0,1.6,34.57753,126.27091,34.58049,126.2572,0.002956,-0.013716,1.296,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0323,2014-12-06 08:20:00,12,8,겨울,연안,어선,4.0,소형어선,34.37778,126.14028,2.95,2.9,308.0,1.6,34.3791,126.15469,34.38057,126.15257,0.001465,-0.002119,0.253,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0324,2021-10-17 09:05:00,10,9,여름,연안,어선,4.0,소형어선,34.37556,126.13306,1.98,5.8,218.0,1.6,34.40496,126.17191,34.41506,126.16426,0.010096,-0.007657,1.322,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0325,2019-09-02 10:30:00,9,10,여름,외해,어선,4.0,소형어선,34.65806,125.35306,1.73,8.5,223.0,0.9,34.66031,125.34641,34.65551,125.34276,-0.0048,-0.003654,0.629,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0326,2022-09-11 09:31:00,9,9,여름,외해,여객선,4.0,기타,34.35833,125.83583,0.79,4.6,215.0,0.9,34.35745,125.83563,34.36026,125.82971,0.002813,-0.005917,0.626,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0327,2024-12-23 17:39:00,12,17,겨울,연안,예부선,4.0,기타,34.77361,126.39361,2.8,8.1,311.0,1.6,34.7494,126.39114,34.73757,126.40866,-0.011829,0.017516,2.068,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0328,2020-12-20 00:06:00,12,0,겨울,연안,예부선,4.0,기타,34.69306,126.25222,1.78,8.9,304.0,1.6,34.71114,126.29241,34.71168,126.29944,0.000537,0.007029,0.644,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0329,2011-04-12 05:15:00,4,5,여름,연안,낚시어선,4.0,소형어선,34.82361,126.37278,2.83,6.1,188.0,1.6,34.82722,126.36811,34.82443,126.34456,-0.002785,-0.023555,2.169,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0330,2015-08-08 09:48:00,8,9,여름,외해,낚시어선,4.0,소형어선,34.31667,125.25,1.43,5.0,243.0,0.9,34.32055,125.26058,34.32395,125.26534,0.003404,0.00476,0.577,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
L3_SYN_0331,2013-09-27 17:55:00,9,17,여름,연안,어선,4.0,소형어선,34.79528,126.3425,0.87,6.8,225.0,1.6,34.78884,126.3355,34.78532,126.32766,-0.003525,-0.007832,0.814,True,provided L3 synthetic dataset: found coordinates generated from incident position and current/wind conditions
